АВС/ DEF;От;До;Емкость;Оператор;Регион
902	;	6018000	;	6018117	;	118	;	ООО "Т2 Мобайл"	;	Челябинская обл.
902	;	6018118	;	6018118	;	1	;	ООО "Т2 Мобайл"	;	Челябинская обл.
902	;	6018119	;	6018135	;	17	;	ООО "Т2 Мобайл"	;	Челябинская обл.
902	;	6018136	;	6018137	;	2	;	ООО "Т2 Мобайл"	;	Челябинская обл.
902	;	6018138	;	6018399	;	262	;	ООО "Т2 Мобайл"	;	Челябинская обл.
902	;	6018400	;	6018400	;	1	;	ООО "Т2 Мобайл"	;	Челябинская обл.
902	;	6018401	;	6018404	;	4	;	ООО "Т2 Мобайл"	;	Челябинская обл.
902	;	6018405	;	6018405	;	1	;	ООО "Т2 Мобайл"	;	Челябинская обл.
902	;	6018406	;	6019429	;	1024	;	ООО "Т2 Мобайл"	;	Челябинская обл.
902	;	6019430	;	6019430	;	1	;	ООО "Т2 Мобайл"	;	Челябинская обл.
902	;	6019431	;	6019693	;	263	;	ООО "Т2 Мобайл"	;	Челябинская обл.
902	;	6019694	;	6019694	;	1	;	ООО "Т2 Мобайл"	;	Челябинская обл.
902	;	6019695	;	6020012	;	318	;	ООО "Т2 Мобайл"	;	Челябинская обл.
902	;	6020013	;	6020013	;	1	;	ООО "Т2 Мобайл"	;	Челябинская обл.
902	;	6020014	;	6020139	;	126	;	ООО "Т2 Мобайл"	;	Челябинская обл.
902	;	6020140	;	6020140	;	1	;	ООО "Т2 Мобайл"	;	Челябинская обл.
902	;	6020141	;	6020188	;	48	;	ООО "Т2 Мобайл"	;	Челябинская обл.
902	;	6020189	;	6020189	;	1	;	ООО "Т2 Мобайл"	;	Челябинская обл.
902	;	6020190	;	6020197	;	8	;	ООО "Т2 Мобайл"	;	Челябинская обл.
902	;	6020198	;	6020198	;	1	;	ООО "Т2 Мобайл"	;	Челябинская обл.
902	;	6020199	;	6020214	;	16	;	ООО "Т2 Мобайл"	;	Челябинская обл.
902	;	6020215	;	6020215	;	1	;	ООО "Т2 Мобайл"	;	Челябинская обл.
902	;	6020216	;	6020288	;	73	;	ООО "Т2 Мобайл"	;	Челябинская обл.
902	;	6020289	;	6020289	;	1	;	ООО "Т2 Мобайл"	;	Челябинская обл.
902	;	6020290	;	6020294	;	5	;	ООО "Т2 Мобайл"	;	Челябинская обл.
902	;	6020295	;	6020295	;	1	;	ООО "Т2 Мобайл"	;	Челябинская обл.
902	;	6020296	;	6020297	;	2	;	ООО "Т2 Мобайл"	;	Челябинская обл.
902	;	6020298	;	6020298	;	1	;	ООО "Т2 Мобайл"	;	Челябинская обл.
902	;	6020299	;	6020319	;	21	;	ООО "Т2 Мобайл"	;	Челябинская обл.
902	;	6020320	;	6020320	;	1	;	ООО "Т2 Мобайл"	;	Челябинская обл.
902	;	6020321	;	6020392	;	72	;	ООО "Т2 Мобайл"	;	Челябинская обл.
902	;	6020393	;	6020393	;	1	;	ООО "Т2 Мобайл"	;	Челябинская обл.
902	;	6020394	;	6020396	;	3	;	ООО "Т2 Мобайл"	;	Челябинская обл.
902	;	6020397	;	6020397	;	1	;	ООО "Т2 Мобайл"	;	Челябинская обл.
902	;	6020398	;	6020411	;	14	;	ООО "Т2 Мобайл"	;	Челябинская обл.
902	;	6020412	;	6020412	;	1	;	ООО "Т2 Мобайл"	;	Челябинская обл.
902	;	6020413	;	6020413	;	1	;	ООО "Т2 Мобайл"	;	Челябинская обл.
902	;	6020414	;	6020414	;	1	;	ООО "Т2 Мобайл"	;	Челябинская обл.
902	;	6020415	;	6020433	;	19	;	ООО "Т2 Мобайл"	;	Челябинская обл.
902	;	6020434	;	6020434	;	1	;	ООО "Т2 Мобайл"	;	Челябинская обл.
902	;	6020435	;	6020565	;	131	;	ООО "Т2 Мобайл"	;	Челябинская обл.
902	;	6020566	;	6020566	;	1	;	ООО "Т2 Мобайл"	;	Челябинская обл.
902	;	6020567	;	6020606	;	40	;	ООО "Т2 Мобайл"	;	Челябинская обл.
902	;	6020607	;	6020607	;	1	;	ООО "Т2 Мобайл"	;	Челябинская обл.
902	;	6020608	;	6020748	;	141	;	ООО "Т2 Мобайл"	;	Челябинская обл.
902	;	6020749	;	6020749	;	1	;	ООО "Т2 Мобайл"	;	Челябинская обл.
902	;	6020750	;	6020811	;	62	;	ООО "Т2 Мобайл"	;	Челябинская обл.
902	;	6020812	;	6020812	;	1	;	ООО "Т2 Мобайл"	;	Челябинская обл.
902	;	6020813	;	6020815	;	3	;	ООО "Т2 Мобайл"	;	Челябинская обл.
902	;	6020816	;	6020817	;	2	;	ООО "Т2 Мобайл"	;	Челябинская обл.
902	;	6020818	;	6020833	;	16	;	ООО "Т2 Мобайл"	;	Челябинская обл.
902	;	6020834	;	6020834	;	1	;	ООО "Т2 Мобайл"	;	Челябинская обл.
902	;	6020835	;	6020876	;	42	;	ООО "Т2 Мобайл"	;	Челябинская обл.
902	;	6020877	;	6020877	;	1	;	ООО "Т2 Мобайл"	;	Челябинская обл.
902	;	6020878	;	6020890	;	13	;	ООО "Т2 Мобайл"	;	Челябинская обл.
902	;	6020891	;	6020891	;	1	;	ООО "Т2 Мобайл"	;	Челябинская обл.
902	;	6020892	;	6020899	;	8	;	ООО "Т2 Мобайл"	;	Челябинская обл.
902	;	6020900	;	6020900	;	1	;	ООО "Т2 Мобайл"	;	Челябинская обл.
902	;	6020901	;	6020959	;	59	;	ООО "Т2 Мобайл"	;	Челябинская обл.
902	;	6020960	;	6020960	;	1	;	ООО "Т2 Мобайл"	;	Челябинская обл.
902	;	6020961	;	6020992	;	32	;	ООО "Т2 Мобайл"	;	Челябинская обл.
902	;	6020993	;	6020993	;	1	;	ООО "Т2 Мобайл"	;	Челябинская обл.
902	;	6020994	;	6020994	;	1	;	ООО "Т2 Мобайл"	;	Челябинская обл.
902	;	6020995	;	6020995	;	1	;	ООО "Т2 Мобайл"	;	Челябинская обл.
902	;	6020996	;	6021014	;	19	;	ООО "Т2 Мобайл"	;	Челябинская обл.
902	;	6021015	;	6021015	;	1	;	ООО "Т2 Мобайл"	;	Челябинская обл.
902	;	6021016	;	6021020	;	5	;	ООО "Т2 Мобайл"	;	Челябинская обл.
902	;	6021021	;	6021021	;	1	;	ООО "Т2 Мобайл"	;	Челябинская обл.
902	;	6021022	;	6021040	;	19	;	ООО "Т2 Мобайл"	;	Челябинская обл.
902	;	6021041	;	6021041	;	1	;	ООО "Т2 Мобайл"	;	Челябинская обл.
902	;	6021042	;	6021060	;	19	;	ООО "Т2 Мобайл"	;	Челябинская обл.
902	;	6021061	;	6021061	;	1	;	ООО "Т2 Мобайл"	;	Челябинская обл.
902	;	6021062	;	6021087	;	26	;	ООО "Т2 Мобайл"	;	Челябинская обл.
902	;	6021088	;	6021088	;	1	;	ООО "Т2 Мобайл"	;	Челябинская обл.
902	;	6021089	;	6021099	;	11	;	ООО "Т2 Мобайл"	;	Челябинская обл.
902	;	6021100	;	6021100	;	1	;	ООО "Т2 Мобайл"	;	Челябинская обл.
902	;	6021101	;	6021120	;	20	;	ООО "Т2 Мобайл"	;	Челябинская обл.
902	;	6021121	;	6021121	;	1	;	ООО "Т2 Мобайл"	;	Челябинская обл.
902	;	6021122	;	6021139	;	18	;	ООО "Т2 Мобайл"	;	Челябинская обл.
902	;	6021140	;	6021140	;	1	;	ООО "Т2 Мобайл"	;	Челябинская обл.
902	;	6021141	;	6021196	;	56	;	ООО "Т2 Мобайл"	;	Челябинская обл.
902	;	6021197	;	6021197	;	1	;	ООО "Т2 Мобайл"	;	Челябинская обл.
902	;	6021198	;	6021231	;	34	;	ООО "Т2 Мобайл"	;	Челябинская обл.
902	;	6021232	;	6021232	;	1	;	ООО "Т2 Мобайл"	;	Челябинская обл.
902	;	6021233	;	6021528	;	296	;	ООО "Т2 Мобайл"	;	Челябинская обл.
902	;	6021529	;	6021529	;	1	;	ООО "Т2 Мобайл"	;	Челябинская обл.
902	;	6021530	;	6021538	;	9	;	ООО "Т2 Мобайл"	;	Челябинская обл.
902	;	6021539	;	6021539	;	1	;	ООО "Т2 Мобайл"	;	Челябинская обл.
902	;	6021540	;	6021541	;	2	;	ООО "Т2 Мобайл"	;	Челябинская обл.
902	;	6021542	;	6021542	;	1	;	ООО "Т2 Мобайл"	;	Челябинская обл.
902	;	6021543	;	6021581	;	39	;	ООО "Т2 Мобайл"	;	Челябинская обл.
902	;	6021582	;	6021582	;	1	;	ООО "Т2 Мобайл"	;	Челябинская обл.
902	;	6021583	;	6021637	;	55	;	ООО "Т2 Мобайл"	;	Челябинская обл.
902	;	6021638	;	6021638	;	1	;	ООО "Т2 Мобайл"	;	Челябинская обл.
902	;	6021639	;	6021640	;	2	;	ООО "Т2 Мобайл"	;	Челябинская обл.
902	;	6021641	;	6021641	;	1	;	ООО "Т2 Мобайл"	;	Челябинская обл.
902	;	6021642	;	6021655	;	14	;	ООО "Т2 Мобайл"	;	Челябинская обл.
902	;	6021656	;	6021656	;	1	;	ООО "Т2 Мобайл"	;	Челябинская обл.
902	;	6021657	;	6021675	;	19	;	ООО "Т2 Мобайл"	;	Челябинская обл.
902	;	6021676	;	6021676	;	1	;	ООО "Т2 Мобайл"	;	Челябинская обл.
902	;	6021677	;	6021707	;	31	;	ООО "Т2 Мобайл"	;	Челябинская обл.
902	;	6021708	;	6021708	;	1	;	ООО "Т2 Мобайл"	;	Челябинская обл.
902	;	6021709	;	6021799	;	91	;	ООО "Т2 Мобайл"	;	Челябинская обл.
902	;	6021800	;	6021800	;	1	;	ООО "Т2 Мобайл"	;	Челябинская обл.
902	;	6021801	;	6021821	;	21	;	ООО "Т2 Мобайл"	;	Челябинская обл.
902	;	6021822	;	6021822	;	1	;	ООО "Т2 Мобайл"	;	Челябинская обл.
902	;	6021823	;	6021843	;	21	;	ООО "Т2 Мобайл"	;	Челябинская обл.
902	;	6021844	;	6021844	;	1	;	ООО "Т2 Мобайл"	;	Челябинская обл.
902	;	6021845	;	6021876	;	32	;	ООО "Т2 Мобайл"	;	Челябинская обл.
902	;	6021877	;	6021877	;	1	;	ООО "Т2 Мобайл"	;	Челябинская обл.
902	;	6021878	;	6021918	;	41	;	ООО "Т2 Мобайл"	;	Челябинская обл.
902	;	6021919	;	6021919	;	1	;	ООО "Т2 Мобайл"	;	Челябинская обл.
902	;	6021920	;	6022014	;	95	;	ООО "Т2 Мобайл"	;	Челябинская обл.
902	;	6022015	;	6022015	;	1	;	ООО "Т2 Мобайл"	;	Челябинская обл.
902	;	6022016	;	6022102	;	87	;	ООО "Т2 Мобайл"	;	Челябинская обл.
902	;	6022103	;	6022104	;	2	;	ООО "Т2 Мобайл"	;	Челябинская обл.
902	;	6022105	;	6022107	;	3	;	ООО "Т2 Мобайл"	;	Челябинская обл.
902	;	6022108	;	6022108	;	1	;	ООО "Т2 Мобайл"	;	Челябинская обл.
902	;	6022109	;	6022133	;	25	;	ООО "Т2 Мобайл"	;	Челябинская обл.
902	;	6022134	;	6022134	;	1	;	ООО "Т2 Мобайл"	;	Челябинская обл.
902	;	6022135	;	6022137	;	3	;	ООО "Т2 Мобайл"	;	Челябинская обл.
902	;	6022138	;	6022139	;	2	;	ООО "Т2 Мобайл"	;	Челябинская обл.
902	;	6022140	;	6022145	;	6	;	ООО "Т2 Мобайл"	;	Челябинская обл.
902	;	6022146	;	6022146	;	1	;	ООО "Т2 Мобайл"	;	Челябинская обл.
902	;	6022147	;	6022148	;	2	;	ООО "Т2 Мобайл"	;	Челябинская обл.
902	;	6022149	;	6022149	;	1	;	ООО "Т2 Мобайл"	;	Челябинская обл.
902	;	6022150	;	6022154	;	5	;	ООО "Т2 Мобайл"	;	Челябинская обл.
902	;	6022155	;	6022155	;	1	;	ООО "Т2 Мобайл"	;	Челябинская обл.
902	;	6022156	;	6022173	;	18	;	ООО "Т2 Мобайл"	;	Челябинская обл.
902	;	6022174	;	6022174	;	1	;	ООО "Т2 Мобайл"	;	Челябинская обл.
902	;	6022175	;	6022175	;	1	;	ООО "Т2 Мобайл"	;	Челябинская обл.
902	;	6022176	;	6022176	;	1	;	ООО "Т2 Мобайл"	;	Челябинская обл.
902	;	6022177	;	6022177	;	1	;	ООО "Т2 Мобайл"	;	Челябинская обл.
902	;	6022178	;	6022178	;	1	;	ООО "Т2 Мобайл"	;	Челябинская обл.
902	;	6022179	;	6022201	;	23	;	ООО "Т2 Мобайл"	;	Челябинская обл.
902	;	6022202	;	6022202	;	1	;	ООО "Т2 Мобайл"	;	Челябинская обл.
902	;	6022203	;	6022259	;	57	;	ООО "Т2 Мобайл"	;	Челябинская обл.
902	;	6022260	;	6022260	;	1	;	ООО "Т2 Мобайл"	;	Челябинская обл.
902	;	6022261	;	6022288	;	28	;	ООО "Т2 Мобайл"	;	Челябинская обл.
902	;	6022289	;	6022289	;	1	;	ООО "Т2 Мобайл"	;	Челябинская обл.
902	;	6022290	;	6022410	;	121	;	ООО "Т2 Мобайл"	;	Челябинская обл.
902	;	6022411	;	6022411	;	1	;	ООО "Т2 Мобайл"	;	Челябинская обл.
902	;	6022412	;	6022446	;	35	;	ООО "Т2 Мобайл"	;	Челябинская обл.
902	;	6022447	;	6022447	;	1	;	ООО "Т2 Мобайл"	;	Челябинская обл.
902	;	6022448	;	6022453	;	6	;	ООО "Т2 Мобайл"	;	Челябинская обл.
902	;	6022454	;	6022454	;	1	;	ООО "Т2 Мобайл"	;	Челябинская обл.
902	;	6022455	;	6022479	;	25	;	ООО "Т2 Мобайл"	;	Челябинская обл.
902	;	6022480	;	6022480	;	1	;	ООО "Т2 Мобайл"	;	Челябинская обл.
902	;	6022481	;	6022484	;	4	;	ООО "Т2 Мобайл"	;	Челябинская обл.
902	;	6022485	;	6022485	;	1	;	ООО "Т2 Мобайл"	;	Челябинская обл.
902	;	6022486	;	6022576	;	91	;	ООО "Т2 Мобайл"	;	Челябинская обл.
902	;	6022577	;	6022577	;	1	;	ООО "Т2 Мобайл"	;	Челябинская обл.
902	;	6022578	;	6022599	;	22	;	ООО "Т2 Мобайл"	;	Челябинская обл.
902	;	6022600	;	6022600	;	1	;	ООО "Т2 Мобайл"	;	Челябинская обл.
902	;	6022601	;	6022743	;	143	;	ООО "Т2 Мобайл"	;	Челябинская обл.
902	;	6022744	;	6022744	;	1	;	ООО "Т2 Мобайл"	;	Челябинская обл.
902	;	6022745	;	6022748	;	4	;	ООО "Т2 Мобайл"	;	Челябинская обл.
902	;	6022749	;	6022749	;	1	;	ООО "Т2 Мобайл"	;	Челябинская обл.
902	;	6022750	;	6022789	;	40	;	ООО "Т2 Мобайл"	;	Челябинская обл.
902	;	6022790	;	6022790	;	1	;	ООО "Т2 Мобайл"	;	Челябинская обл.
902	;	6022791	;	6022806	;	16	;	ООО "Т2 Мобайл"	;	Челябинская обл.
902	;	6022807	;	6022807	;	1	;	ООО "Т2 Мобайл"	;	Челябинская обл.
902	;	6022808	;	6022808	;	1	;	ООО "Т2 Мобайл"	;	Челябинская обл.
902	;	6022809	;	6022809	;	1	;	ООО "Т2 Мобайл"	;	Челябинская обл.
902	;	6022810	;	6022887	;	78	;	ООО "Т2 Мобайл"	;	Челябинская обл.
902	;	6022888	;	6022888	;	1	;	ООО "Т2 Мобайл"	;	Челябинская обл.
902	;	6022889	;	6022913	;	25	;	ООО "Т2 Мобайл"	;	Челябинская обл.
902	;	6022914	;	6022914	;	1	;	ООО "Т2 Мобайл"	;	Челябинская обл.
902	;	6022915	;	6022927	;	13	;	ООО "Т2 Мобайл"	;	Челябинская обл.
902	;	6022928	;	6022928	;	1	;	ООО "Т2 Мобайл"	;	Челябинская обл.
902	;	6022929	;	6022931	;	3	;	ООО "Т2 Мобайл"	;	Челябинская обл.
902	;	6022932	;	6022932	;	1	;	ООО "Т2 Мобайл"	;	Челябинская обл.
902	;	6022933	;	6022935	;	3	;	ООО "Т2 Мобайл"	;	Челябинская обл.
902	;	6022936	;	6022937	;	2	;	ООО "Т2 Мобайл"	;	Челябинская обл.
902	;	6022938	;	6023000	;	63	;	ООО "Т2 Мобайл"	;	Челябинская обл.
902	;	6023001	;	6023001	;	1	;	ООО "Т2 Мобайл"	;	Челябинская обл.
902	;	6023002	;	6023006	;	5	;	ООО "Т2 Мобайл"	;	Челябинская обл.
902	;	6023007	;	6023007	;	1	;	ООО "Т2 Мобайл"	;	Челябинская обл.
902	;	6023008	;	6023033	;	26	;	ООО "Т2 Мобайл"	;	Челябинская обл.
902	;	6023034	;	6023034	;	1	;	ООО "Т2 Мобайл"	;	Челябинская обл.
902	;	6023035	;	6023044	;	10	;	ООО "Т2 Мобайл"	;	Челябинская обл.
902	;	6023045	;	6023045	;	1	;	ООО "Т2 Мобайл"	;	Челябинская обл.
902	;	6023046	;	6023109	;	64	;	ООО "Т2 Мобайл"	;	Челябинская обл.
902	;	6023110	;	6023110	;	1	;	ООО "Т2 Мобайл"	;	Челябинская обл.
902	;	6023111	;	6023337	;	227	;	ООО "Т2 Мобайл"	;	Челябинская обл.
902	;	6023338	;	6023338	;	1	;	ООО "Т2 Мобайл"	;	Челябинская обл.
902	;	6023339	;	6023388	;	50	;	ООО "Т2 Мобайл"	;	Челябинская обл.
902	;	6023389	;	6023389	;	1	;	ООО "Т2 Мобайл"	;	Челябинская обл.
902	;	6023390	;	6023498	;	109	;	ООО "Т2 Мобайл"	;	Челябинская обл.
902	;	6023499	;	6023499	;	1	;	ООО "Т2 Мобайл"	;	Челябинская обл.
902	;	6023500	;	6023502	;	3	;	ООО "Т2 Мобайл"	;	Челябинская обл.
902	;	6023503	;	6023503	;	1	;	ООО "Т2 Мобайл"	;	Челябинская обл.
902	;	6023504	;	6024120	;	617	;	ООО "Т2 Мобайл"	;	Челябинская обл.
902	;	6024121	;	6024121	;	1	;	ООО "Т2 Мобайл"	;	Челябинская обл.
902	;	6024122	;	6024231	;	110	;	ООО "Т2 Мобайл"	;	Челябинская обл.
902	;	6024232	;	6024232	;	1	;	ООО "Т2 Мобайл"	;	Челябинская обл.
902	;	6024233	;	6024259	;	27	;	ООО "Т2 Мобайл"	;	Челябинская обл.
902	;	6024260	;	6024260	;	1	;	ООО "Т2 Мобайл"	;	Челябинская обл.
902	;	6024261	;	6024279	;	19	;	ООО "Т2 Мобайл"	;	Челябинская обл.
902	;	6024280	;	6024280	;	1	;	ООО "Т2 Мобайл"	;	Челябинская обл.
902	;	6024281	;	6024281	;	1	;	ООО "Т2 Мобайл"	;	Челябинская обл.
902	;	6024282	;	6024282	;	1	;	ООО "Т2 Мобайл"	;	Челябинская обл.
902	;	6024283	;	6024284	;	2	;	ООО "Т2 Мобайл"	;	Челябинская обл.
902	;	6024285	;	6024285	;	1	;	ООО "Т2 Мобайл"	;	Челябинская обл.
902	;	6024286	;	6024352	;	67	;	ООО "Т2 Мобайл"	;	Челябинская обл.
902	;	6024353	;	6024353	;	1	;	ООО "Т2 Мобайл"	;	Челябинская обл.
902	;	6024354	;	6024407	;	54	;	ООО "Т2 Мобайл"	;	Челябинская обл.
902	;	6024408	;	6024408	;	1	;	ООО "Т2 Мобайл"	;	Челябинская обл.
902	;	6024409	;	6024529	;	121	;	ООО "Т2 Мобайл"	;	Челябинская обл.
902	;	6024530	;	6024530	;	1	;	ООО "Т2 Мобайл"	;	Челябинская обл.
902	;	6024531	;	6024545	;	15	;	ООО "Т2 Мобайл"	;	Челябинская обл.
902	;	6024546	;	6024546	;	1	;	ООО "Т2 Мобайл"	;	Челябинская обл.
902	;	6024547	;	6024612	;	66	;	ООО "Т2 Мобайл"	;	Челябинская обл.
902	;	6024613	;	6024613	;	1	;	ООО "Т2 Мобайл"	;	Челябинская обл.
902	;	6024614	;	6024645	;	32	;	ООО "Т2 Мобайл"	;	Челябинская обл.
902	;	6024646	;	6024646	;	1	;	ООО "Т2 Мобайл"	;	Челябинская обл.
902	;	6024647	;	6024659	;	13	;	ООО "Т2 Мобайл"	;	Челябинская обл.
902	;	6024660	;	6024661	;	2	;	ООО "Т2 Мобайл"	;	Челябинская обл.
902	;	6024662	;	6024668	;	7	;	ООО "Т2 Мобайл"	;	Челябинская обл.
902	;	6024669	;	6024669	;	1	;	ООО "Т2 Мобайл"	;	Челябинская обл.
902	;	6024670	;	6024939	;	270	;	ООО "Т2 Мобайл"	;	Челябинская обл.
902	;	6024940	;	6024940	;	1	;	ООО "Т2 Мобайл"	;	Челябинская обл.
902	;	6024941	;	6025202	;	262	;	ООО "Т2 Мобайл"	;	Челябинская обл.
902	;	6025203	;	6025203	;	1	;	ООО "Т2 Мобайл"	;	Челябинская обл.
902	;	6025204	;	6025266	;	63	;	ООО "Т2 Мобайл"	;	Челябинская обл.
902	;	6025267	;	6025267	;	1	;	ООО "Т2 Мобайл"	;	Челябинская обл.
902	;	6025268	;	6025301	;	34	;	ООО "Т2 Мобайл"	;	Челябинская обл.
902	;	6025302	;	6025302	;	1	;	ООО "Т2 Мобайл"	;	Челябинская обл.
902	;	6025303	;	6025332	;	30	;	ООО "Т2 Мобайл"	;	Челябинская обл.
902	;	6025333	;	6025333	;	1	;	ООО "Т2 Мобайл"	;	Челябинская обл.
902	;	6025334	;	6025351	;	18	;	ООО "Т2 Мобайл"	;	Челябинская обл.
902	;	6025352	;	6025352	;	1	;	ООО "Т2 Мобайл"	;	Челябинская обл.
902	;	6025353	;	6025355	;	3	;	ООО "Т2 Мобайл"	;	Челябинская обл.
902	;	6025356	;	6025356	;	1	;	ООО "Т2 Мобайл"	;	Челябинская обл.
902	;	6025357	;	6025510	;	154	;	ООО "Т2 Мобайл"	;	Челябинская обл.
902	;	6025511	;	6025511	;	1	;	ООО "Т2 Мобайл"	;	Челябинская обл.
902	;	6025512	;	6025610	;	99	;	ООО "Т2 Мобайл"	;	Челябинская обл.
902	;	6025611	;	6025611	;	1	;	ООО "Т2 Мобайл"	;	Челябинская обл.
902	;	6025612	;	6025660	;	49	;	ООО "Т2 Мобайл"	;	Челябинская обл.
902	;	6025661	;	6025661	;	1	;	ООО "Т2 Мобайл"	;	Челябинская обл.
902	;	6025662	;	6025973	;	312	;	ООО "Т2 Мобайл"	;	Челябинская обл.
902	;	6025974	;	6025974	;	1	;	ООО "Т2 Мобайл"	;	Челябинская обл.
902	;	6025975	;	6025989	;	15	;	ООО "Т2 Мобайл"	;	Челябинская обл.
902	;	6025990	;	6025990	;	1	;	ООО "Т2 Мобайл"	;	Челябинская обл.
902	;	6025991	;	6026029	;	39	;	ООО "Т2 Мобайл"	;	Челябинская обл.
902	;	6026030	;	6026030	;	1	;	ООО "Т2 Мобайл"	;	Челябинская обл.
902	;	6026031	;	6026100	;	70	;	ООО "Т2 Мобайл"	;	Челябинская обл.
902	;	6026101	;	6026101	;	1	;	ООО "Т2 Мобайл"	;	Челябинская обл.
902	;	6026102	;	6026110	;	9	;	ООО "Т2 Мобайл"	;	Челябинская обл.
902	;	6026111	;	6026111	;	1	;	ООО "Т2 Мобайл"	;	Челябинская обл.
902	;	6026112	;	6026126	;	15	;	ООО "Т2 Мобайл"	;	Челябинская обл.
902	;	6026127	;	6026127	;	1	;	ООО "Т2 Мобайл"	;	Челябинская обл.
902	;	6026128	;	6026160	;	33	;	ООО "Т2 Мобайл"	;	Челябинская обл.
902	;	6026161	;	6026161	;	1	;	ООО "Т2 Мобайл"	;	Челябинская обл.
902	;	6026162	;	6026166	;	5	;	ООО "Т2 Мобайл"	;	Челябинская обл.
902	;	6026167	;	6026167	;	1	;	ООО "Т2 Мобайл"	;	Челябинская обл.
902	;	6026168	;	6026238	;	71	;	ООО "Т2 Мобайл"	;	Челябинская обл.
902	;	6026239	;	6026239	;	1	;	ООО "Т2 Мобайл"	;	Челябинская обл.
902	;	6026240	;	6026269	;	30	;	ООО "Т2 Мобайл"	;	Челябинская обл.
902	;	6026270	;	6026270	;	1	;	ООО "Т2 Мобайл"	;	Челябинская обл.
902	;	6026271	;	6026304	;	34	;	ООО "Т2 Мобайл"	;	Челябинская обл.
902	;	6026305	;	6026305	;	1	;	ООО "Т2 Мобайл"	;	Челябинская обл.
902	;	6026306	;	6026647	;	342	;	ООО "Т2 Мобайл"	;	Челябинская обл.
902	;	6026648	;	6026648	;	1	;	ООО "Т2 Мобайл"	;	Челябинская обл.
902	;	6026649	;	6026665	;	17	;	ООО "Т2 Мобайл"	;	Челябинская обл.
902	;	6026666	;	6026666	;	1	;	ООО "Т2 Мобайл"	;	Челябинская обл.
902	;	6026667	;	6026682	;	16	;	ООО "Т2 Мобайл"	;	Челябинская обл.
902	;	6026683	;	6026683	;	1	;	ООО "Т2 Мобайл"	;	Челябинская обл.
902	;	6026684	;	6026769	;	86	;	ООО "Т2 Мобайл"	;	Челябинская обл.
902	;	6026770	;	6026770	;	1	;	ООО "Т2 Мобайл"	;	Челябинская обл.
902	;	6026771	;	6026932	;	162	;	ООО "Т2 Мобайл"	;	Челябинская обл.
902	;	6026933	;	6026933	;	1	;	ООО "Т2 Мобайл"	;	Челябинская обл.
902	;	6026934	;	6027109	;	176	;	ООО "Т2 Мобайл"	;	Челябинская обл.
902	;	6027110	;	6027110	;	1	;	ООО "Т2 Мобайл"	;	Челябинская обл.
902	;	6027111	;	6027130	;	20	;	ООО "Т2 Мобайл"	;	Челябинская обл.
902	;	6027131	;	6027131	;	1	;	ООО "Т2 Мобайл"	;	Челябинская обл.
902	;	6027132	;	6027157	;	26	;	ООО "Т2 Мобайл"	;	Челябинская обл.
902	;	6027158	;	6027158	;	1	;	ООО "Т2 Мобайл"	;	Челябинская обл.
902	;	6027159	;	6027221	;	63	;	ООО "Т2 Мобайл"	;	Челябинская обл.
902	;	6027222	;	6027222	;	1	;	ООО "Т2 Мобайл"	;	Челябинская обл.
902	;	6027223	;	6027226	;	4	;	ООО "Т2 Мобайл"	;	Челябинская обл.
902	;	6027227	;	6027227	;	1	;	ООО "Т2 Мобайл"	;	Челябинская обл.
902	;	6027228	;	6027231	;	4	;	ООО "Т2 Мобайл"	;	Челябинская обл.
902	;	6027232	;	6027232	;	1	;	ООО "Т2 Мобайл"	;	Челябинская обл.
902	;	6027233	;	6027300	;	68	;	ООО "Т2 Мобайл"	;	Челябинская обл.
902	;	6027301	;	6027301	;	1	;	ООО "Т2 Мобайл"	;	Челябинская обл.
902	;	6027302	;	6027332	;	31	;	ООО "Т2 Мобайл"	;	Челябинская обл.
902	;	6027333	;	6027333	;	1	;	ООО "Т2 Мобайл"	;	Челябинская обл.
902	;	6027334	;	6027381	;	48	;	ООО "Т2 Мобайл"	;	Челябинская обл.
902	;	6027382	;	6027382	;	1	;	ООО "Т2 Мобайл"	;	Челябинская обл.
902	;	6027383	;	6027396	;	14	;	ООО "Т2 Мобайл"	;	Челябинская обл.
902	;	6027397	;	6027397	;	1	;	ООО "Т2 Мобайл"	;	Челябинская обл.
902	;	6027398	;	6027483	;	86	;	ООО "Т2 Мобайл"	;	Челябинская обл.
902	;	6027484	;	6027484	;	1	;	ООО "Т2 Мобайл"	;	Челябинская обл.
902	;	6027485	;	6027524	;	40	;	ООО "Т2 Мобайл"	;	Челябинская обл.
902	;	6027525	;	6027525	;	1	;	ООО "Т2 Мобайл"	;	Челябинская обл.
902	;	6027526	;	6027878	;	353	;	ООО "Т2 Мобайл"	;	Челябинская обл.
902	;	6027879	;	6027879	;	1	;	ООО "Т2 Мобайл"	;	Челябинская обл.
902	;	6027880	;	6027883	;	4	;	ООО "Т2 Мобайл"	;	Челябинская обл.
902	;	6027884	;	6027884	;	1	;	ООО "Т2 Мобайл"	;	Челябинская обл.
902	;	6027885	;	6028080	;	196	;	ООО "Т2 Мобайл"	;	Челябинская обл.
902	;	6028081	;	6028081	;	1	;	ООО "Т2 Мобайл"	;	Челябинская обл.
902	;	6028082	;	6028554	;	473	;	ООО "Т2 Мобайл"	;	Челябинская обл.
